,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Beasty-50f7d2b8d30530a48f49245c15c324f1e5d13082ade08e0662e9e78634f48909.json,165.97692307692307,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,217.0409090909091,217.0409090909091,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,139.77,210.01363636363638,147.5909090909091
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Bifrose!gen-06c2c911d4a1afe8affd42bc6bf2519bfec332c62c6dd86b7cdd94a334ca6c60.json,165.99333333333334,165.99333333333334,217.0409090909091,210.01363636363638,210.01363636363638,220.01304347826087,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,152.66666666666666,217.0409090909091,169.87142857142857,139.79000000000002,220.01304347826087,139.79000000000002,169.87142857142857,139.79000000000002,169.87142857142857,220.01304347826087,139.79000000000002,220.01304347826087,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,198.6789473684211,220.01304347826087,198.6789473684211,220.01304347826087,220.01304347826087,198.6789473684211,220.01304347826087,220.01304347826087,198.6789473684211,220.01304347826087,139.77,220.01304347826087,220.01304347826087,220.01304347826087,139.77,130.84285714285713,140.2111111111111,140.2111111111111,130.84285714285713,140.2111111111111,130.84285714285713,140.2111111111111,140.2111111111111,140.2111111111111,194.3842105263158,130.84285714285713,130.84285714285713,140.2111111111111,130.84285714285713,140.2111111111111,140.2111111111111,140.2111111111111,174.7133333333333,130.84285714285713,130.84285714285713
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Bifrose-6f410903b0ad82095dcc7330e61607a19dd17bb0e4d4e46310b567c6e48686a9.json,209.25652173913042,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,238.11481481481476,164.74615384615387,165.97692307692307,155.7153846153846,175.7875,149.64545454545456,155.7153846153846,139.77,210.01363636363638,153.65,152.66666666666666,150.75454545454545,207.7571428571429,139.77,210.01363636363638,153.65,220.01304347826087,220.01304347826087,170.69333333333333,160.06666666666666,173.49285714285716,220.01304347826087,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,130.84285714285713,198.6789473684211,153.65,186.3823529411765,157.21666666666667,190.03333333333333,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,157.21666666666667,139.77,210.01363636363638,153.65,152.66666666666666,150.75454545454545,207.7571428571429,139.77,210.01363636363638,153.65,170.69333333333333,160.06666666666666,173.49285714285716,220.01304347826087,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042,209.25652173913042
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Bifrose-d54a7ad93ac7772c72adb0210b1a1342ee83531c17ac3afdfb70375e549f55fd.json,209.25652173913042,220.01304347826087,198.6789473684211,220.01304347826087,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,220.01304347826087,220.01304347826087,238.11481481481476,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,217.0409090909091,139.77,210.01363636363638,217.0409090909091,190.03333333333333,190.03333333333333,170.15624999999997,130.84285714285713,130.84285714285713,130.84285714285713,140.2111111111111,149.75454545454545,198.72105263157897,210.68636363636367,130.84285714285713,130.84285714285713,182.23749999999998,162.15714285714284,210.68636363636367,149.64545454545456,209.25652173913042,238.11481481481476,155.39166666666665,165.99333333333334,210.01363636363638,130.84285714285713,140.2111111111111,148.45454545454544,148.45454545454544,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,130.84285714285713,148.45454545454544,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,174.7133333333333,130.84285714285713,209.25652173913042,190.03333333333333,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,171.61875,130.84285714285713,190.03333333333333,130.84285714285713,140.2111111111111
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-0515e9f30d56e2506f4cdec22b2b1c1932e655db1394abd1a97e75fd3a6ad3d1.json,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-08303f93c3b284d52a1462eebc8a14b7f7d53d60c1f97317141564470636709e.json,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,139.77,139.77,139.77,152.66666666666666,152.66666666666666,152.66666666666666,151.9923076923077,210.01363636363638,196.2052631578947,167.04615384615389,167.04615384615389,195.47894736842105,130.84285714285713,130.84285714285713,130.84285714285713,187.63888888888889,220.01304347826087,139.77,210.01363636363638,164.74615384615387,139.77,210.01363636363638,151.9090909090909,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,151.9090909090909,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,155.49166666666667,182.23749999999998,220.01304347826087,220.01304347826087,220.01304347826087,220.01304347826087,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,199.8157894736842,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,182.23749999999998,148.06363636363633,148.06363636363633,148.06363636363633,214.9583333333333,163.52666666666664,157.1,220.01304347826087,165.99333333333334,210.01363636363638,228.48750000000004,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-0affe470bf847bcb0ed4d2c2ec83b1488c879f2f8f51f235cdd6d99a5127494a.json,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-1212624884f24fa02b7edfb148bd2986afeb9297175d15b85654ba1e5c020d1c.json,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-230e6439bc5e230ea44f51725ca8fd1ea4ba62943f52d4b17453ccb92e6d8f7f.json,165.99333333333334,210.01363636363638,217.0409090909091,217.0409090909091,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-3b084deb90958d46618becfe82e894b04eee120bd10ea4e738f59481d2a9fa27.json,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
