,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cryptodefense-b2da7c42162df5165a848055154913f326c36b20380c6d9dbbbe1baa73abc67b.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,139.77
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cryptodefense-ed30abd80ebad61e01dc3a5f41083c3dd608a5d94b281cd1e43a64428c9dd72e.json,170.69333333333333,170.69333333333333,170.69333333333333,170.69333333333333,170.69333333333333,220.01304347826087,198.6789473684211,220.01304347826087,139.77,210.01363636363638,186.3823529411765,183.36875,187.14444444444445,165.99333333333334,210.01363636363638,220.01304347826087,220.01304347826087,220.01304347826087,183.36875,183.36875,170.69333333333333,130.84285714285713,130.84285714285713,130.84285714285713,183.36875,220.01304347826087,183.36875,183.36875,139.77,210.01363636363638,220.01304347826087,220.01304347826087,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,220.01304347826087,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,130.84285714285713,140.2111111111111,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,183.36875,149.64545454545456,155.7153846153846,175.7875,149.64545454545456,220.01304347826087,198.6789473684211,220.01304347826087,220.01304347826087,220.01304347826087,140.2111111111111,140.2111111111111,140.2111111111111,174.7133333333333,174.7133333333333,155.7153846153846,175.7875,149.64545454545456,139.77,210.01363636363638,155.7153846153846,175.7875,149.64545454545456,155.7153846153846,175.7875,149.64545454545456,139.77,210.01363636363638,177.8125,177.8125,177.8125,177.8125,177.8125,155.7153846153846,175.7875,149.64545454545456,177.8125,165.99333333333334,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cryptolocker-0b8f3a6290c4348ed6a02d5ff169fcbfdcab379231d56c8275ba99c1bab745f6.json,209.25652173913042,220.01304347826087,198.6789473684211,220.01304347826087,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,220.01304347826087,220.01304347826087,165.99333333333334,210.01363636363638,238.11481481481476,220.01304347826087,220.01304347826087,217.0409090909091,220.01304347826087,220.01304347826087,220.01304347826087,217.0409090909091,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,139.77,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cryptolocker-cda34f6e5a38e87359569861659ec2a6d843180008498d66bb3f9f4b50b719a3.json,161.38333333333335,157.21666666666667,157.21666666666667,158.9846153846154,158.9846153846154,178.92941176470586,152.66666666666666,152.66666666666666,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,170.15624999999997,170.15624999999997,190.7,137.4888888888889,190.7,152.66666666666666,149.70909090909092,152.66666666666666,152.66666666666666,220.01304347826087,149.70909090909092,139.79000000000002,130.84285714285713,220.01304347826087,139.77,210.01363636363638,139.77,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,139.77,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638,165.99333333333334,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX!g6-66ddd8f7c6db3c70fedfcec4f934b7e9849c2f4aedce1bf892e182b188fa96c5.json,209.25652173913042,238.11481481481476,157.21666666666667,190.03333333333333,190.03333333333333,156.72307692307692,156.72307692307692,156.72307692307692,156.72307692307692,130.84285714285713,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,217.0409090909091,170.27142857142857,209.25652173913042,148.45454545454544,165.99333333333334,165.99333333333334,210.01363636363638,217.0409090909091,220.01304347826087,217.0409090909091,198.6789473684211,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,210.01363636363638,165.99333333333334,210.01363636363638,210.01363636363638,210.01363636363638
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX-01d1ea186b559ce7bb311f622f28732d0e3935b5902647c1302d593c8d03d739.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX-16303e61c8d1f5658341d868bc58061a0ef3e5381271764003e5be4eda2c1e15.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX-1a9dc1cb2e972841aa6d7908ab31a96fb7d9256082b422dcef4e1b41bfcd5243.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX-1ffb16211552af603a6d13114178df21d246351c09df9e4a7a62eb4824036bb6.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.CryptXXX-243fc44dcfc170fde9fa5b82dd9e8cc6f20abc129d357564461a5028fed17e7d.json,157.21666666666667,165.97692307692307,165.99333333333334,165.99333333333334,139.77,210.01363636363638,139.77,210.01363636363638,139.77,210.01363636363638,210.01363636363638,164.66153846153844,187.14444444444445,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,130.84285714285713,139.77,210.01363636363638,210.01363636363638,236.7538461538462,152.66666666666666,174.10666666666665,187.14444444444445,130.84285714285713,130.84285714285713,151.9923076923077,210.01363636363638,156.72307692307692,236.7538461538462,156.72307692307692,165.99333333333334,210.01363636363638,139.77,139.77,210.01363636363638,198.72105263157897,151.9923076923077,151.9923076923077,139.77,210.01363636363638,210.01363636363638,210.01363636363638,155.7153846153846,155.7153846153846,210.01363636363638,210.01363636363638,155.7153846153846,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,175.7875,149.64545454545456,210.01363636363638,155.7153846153846,155.7153846153846,155.7153846153846,155.7153846153846,175.7875,149.64545454545456,210.01363636363638,210.01363636363638,267.7878787878788,210.01363636363638,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,155.7153846153846,155.7153846153846,149.64545454545456,175.7875,149.64545454545456,210.01363636363638,130.84285714285713,155.7153846153846,155.7153846153846,149.64545454545456
