,cryptcreatehash cryptcreatehash crypthashdata,cryptcreatehash crypthashdata crypthashdata,crypthashdata cryptcreatehash cryptcreatehash,crypthashdata crypthashdata cryptcreatehash,crypthashdata crypthashdata crypthashdata,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findfirstfileexw getfileattributesw setfileattributesw,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,getasynckeystate getasynckeystate getasynckeystate,getcursorpos getcursorpos getcursorpos,getfileattributesw findresourceexw loadresource,getfileattributesw ntqueryvaluekey getfileattributesw,getfileattributesw setfileattributesw findfirstfileexw,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadresource ntqueryvaluekey getfileattributesw,loadstringw loadstringw loadstringw,module32nextw module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile ntreadfile,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerykey ntopenkeyex,ntclose process32nextw ntopenprocess,ntdelayexecution ntdelayexecution ntdelayexecution,ntdelayexecution ntfreevirtualmemory ntallocatevirtualmemory,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntdelayexecution,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntopenprocess ntreadvirtualmemory ntreadvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntquerykey ntopenkeyex ntopenkeyex,ntqueryvaluekey getfileattributesw findresourceexw,ntqueryvaluekey getfileattributesw ntqueryvaluekey,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntallocatevirtualmemory ntreadfile,ntreadfile ntreadfile ntallocatevirtualmemory,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntclose process32nextw,ntreadvirtualmemory ntreadvirtualmemory ntclose,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,process32nextw ntopenprocess ntreadvirtualmemory,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,searchpathw searchpathw searchpathw,sendto sendto sendto,setfileattributesw findfirstfileexw getfileattributesw,setfilepointer ntreadfile ntreadfile,thread32next thread32next thread32next,timegettime timegettime timegettime,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.0,0.0,0.0,0.022960228889971204,0.006123839653024101,0.016075115415632536,0.0,0.14941731638731537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01070314534309294,0.0,0.18393895480408207,0.02723917759650448,0.0,0.0,0.08679558055977127,0.08804072255390474,0.4309977765194801,0.06375711556481999,0.0,0.0,0.035973759436292156,0.14941731638731537,0.0,0.483904887326656,0.0,0.0,0.009039826273212174,0.0,0.0,0.2670589100181233,0.0,0.013566842398527956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05136534635367218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14773767391987522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2184657184417523,0.07805470146630739,0.028518196111163314,0.01456149597315918,0.029166995863911537,0.09306423781723747,0.10280223965147339,0.2342626897969125,0.07164398675282486,0.06472826377744947,0.06477424168936562,0.09583983513999439,0.05654123180831037,0.0,0.4769836191525153,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,1,0,0,1
Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.0,0.0,0.0,0.0,0.0,0.03086026244283019,0.008230897860634129,0.02160615570961878,0.0,0.20082803265214866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014385826719518305,0.0,0.24722769297797587,0.0,0.0,0.0,0.11665974271372825,0.11833330654890116,0.5632017234613513,0.07998137009579646,0.0,0.0,0.04297903949300092,0.20082803265214866,0.0,0.6504043096361094,0.0,0.0,0.012150201662439485,0.0,0.0,0.1928671096342348,0.0,0.009117424720490527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058417498435470325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09928523386480786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006745972514793,0.04496200645205631,0.012776861830719941,0.01957173813228788,0.0,0.08339019083374977,0.07599563840617898,0.0,0.02222189285090821,0.012428517261698125,0.020091096595251375,0.05152635854060974,0.02072608320168518,0.0,0.013218589861569135,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,14,0,12,0,0,0,0,0,11,0,0,5,1,0,0,0,2,0,23,39,0,1,0,0,1
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010236802880222988,0.0,0.0020615946322017696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003143612008278296,0.001745723333203987,0.0028529921907639896,0.0,0.0008104881605698005,0.0013631751467124106,0.0023558110677791666,0.03033477108474504,0.012792819043164236,0.0,0.0,0.005354507963249642,0.0059179996463717705,0.03329145763163376,0.005007481703411079,0.0,0.0,0.004581693812932341,0.0020615946322017696,0.0,0.008038845160620778,0.0,0.008806357463828955,0.0004317492467597278,0.0010804617881505919,0.0012944475446267814,0.015229784588079732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006902819887260799,0.0021419440430567723,0.005535537411437047,0.0,0.0,0.0,0.0,0.00456773699787596,0.0,0.0,0.0,0.0,0.0,0.0002722089011922234,0.0005545568570141334,0.027375960031025336,0.007617108590308488,0.0035896300122722985,0.0,0.0,0.0,0.0,0.09779181141167055,0.0011024240185758926,0.0,0.0,0.02643304158077411,0.0773994306121256,0.01770667058542438,0.0006954685552681888,0.058507628441465086,0.07062327565176336,0.0759400373476419,0.07030152235266167,0.02017968943412031,0.03488948135162758,0.016023618780978705,0.03204170386296151,0.014075093129088802,0.06959408700423583,0.9760650749874176,0.0,0.0,0.0,0.008044031089582298,0.0,0.0,8,0,0,9,13,0,49,0,0,2,9,3,27,5,0,48,22,0,6,26,4,4,808,2965,3,0,0,0,1
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02326537986619504,0.0,0.28112555927562033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02323585887862398,0.0,0.20477946790431797,0.0,0.0,0.0,0.03925578643253231,0.056631377849157435,0.7797243389042704,0.01845502784192689,0.0,0.0,0.0347096804330066,0.28112555927562033,0.0,0.0,0.0,0.0,0.01962489724641418,0.0,0.0,0.24229118163892546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08005914586565639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30714978677052973,0.04841482092937573,0.013758048770205426,0.03161209669196212,0.0,0.08979406114332382,0.08927089211171431,0.0,0.02392840195500865,0.013382953411663203,0.021633973229622176,0.055483276186673376,0.022317723027928577,0.0,0.021350548326924,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,1,0,0,1
Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019388217642535118,0.0,0.23427614590702772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019363616310627278,0.0,0.17065308691651207,0.0,0.0,0.0,0.02944244890537262,0.04424417923155309,0.64978372460721,0.02306926204017589,0.0,0.0,0.028925332077461337,0.23427614590702772,0.0,0.0,0.0,0.0,0.016354419365347515,0.0,0.0,0.4110381863546867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06433457311378522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39523768138508475,0.060519778144715375,0.02579687510850025,0.026343958891949255,0.010553505511478534,0.1122448984585563,0.11159092364015553,0.0,0.019940747480158994,0.041822594602611195,0.018028683987152606,0.0693555300030465,0.018598487273359256,0.0,0.25799112939025953,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,10,0,0,1,0,0,11,0,0,4,0,0,0,6,1,0,41,54,10,1,0,0,1
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.0,0.0,0.0,0.0,0.0,0.038051411151281224,0.010148885778900947,0.013320442686259731,0.0,0.14032115566116923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004434513545287889,0.0,0.1915004266429069,0.0,0.0,0.0,0.116873361736922,0.11753674230466572,0.39682322173079576,0.08453045411011179,0.0,0.0,0.03974560583367519,0.14032115566116923,0.0,0.8019634261496291,0.0,0.0,0.007490738613855825,0.0,0.0,0.20147755084114546,0.0,0.011241993723253102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04256324974802974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12242096975162471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07241155055312329,0.02771959241861928,0.011815622687375849,0.01206620092743119,0.004833773029807147,0.0514110086276345,0.05111147158414498,0.0,0.018266735590169482,0.019155808428467612,0.016515188498310664,0.031766590734431575,0.017037157194714995,0.0,0.1181664767048015,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,16,0,0,1,0,1,13,0,0,5,0,0,0,6,2,0,41,73,6,1,0,0,1
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.0,0.0,0.0,0.0,0.0,0.03434113573021296,0.009159299313711008,0.016028810020797896,0.0,0.12663887373907026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800423568790939,0.0,0.20457169617734067,0.020370535056589097,0.0,0.0,0.10547740168418895,0.10241830157940744,0.35514579814953806,0.07628815095426873,0.0,0.0,0.02989177894058702,0.12663887373907026,0.0,0.7237664526705397,0.0,0.0,0.006760339857968937,0.0,0.0,0.17885124389639134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02659364231469292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15404146419374065,0.05837239494172735,0.024881541675434608,0.010889662991722815,0.021812233854572916,0.06959712026012337,0.07687958343444798,0.17519091088753158,0.057699609434873754,0.051863954373356835,0.05216695240328944,0.07167282178840484,0.04612775006066879,0.0,0.35670722807034866,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,2,0,68,109,5,1,0,0,1
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09.json,0.0,0.0,0.0,0.0,0.0,0.02361611750496553,0.006298775047950573,0.01653432186502636,0.0,0.15368561515607246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01100889452393976,0.0,0.18919340879441876,0.02801729991196447,0.0,0.0,0.07253594440968734,0.07546309965734009,0.4351003446182133,0.05246273598305906,0.0,0.0,0.02877886384465745,0.15368561515607246,0.0,0.48690807641808664,0.0,0.0,0.009298060594940396,0.0,0.0,0.2459890683260308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03657645959776863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23754684400864123,0.08028443490162578,0.03422166445093962,0.014977463926782345,0.03000018879994024,0.09572273805867502,0.1057389185019517,0.24095470632218569,0.07369058983632056,0.07133283245933988,0.06662460162578168,0.09857762390649541,0.058156405176073435,0.0,0.4906092727485721,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,1,0,60,109,2,1,0,0,1
Backdoor.Graybird-0814e28a9bbff170fb9257df3ad5cf8a27287f7c9001f15ea6a683c05e72095c.json,0.0,0.0,0.0,0.0,0.0,0.02870762881155764,0.007656757974973929,0.02009903510397913,0.0,0.18681942925837694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013382354553088657,0.0,0.22998251732620628,0.0,0.0,0.0,0.10852223299402337,0.11007905868407038,0.5289057012209641,0.0797167840312733,0.0,0.0,0.044978703731669956,0.18681942925837694,0.0,0.6050358623184302,0.0,0.0,0.011302673785002802,0.0,0.0,0.3139741749212488,0.0,0.01696289168493265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06422310961988698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18471933902310658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10926080542368588,0.041825716623105864,0.017828432640148426,0.018206526744210055,0.007293614491579743,0.07110892512003665,0.07069462169038707,0.0,0.02067182197934588,0.02890393923964837,0.01868965776108062,0.04793217743158636,0.019280351370105562,0.0,0.1782997922323726,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,2,15,0,16,0,0,1,0,0,15,0,0,5,1,0,0,6,2,0,41,73,5,1,0,0,1
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002281652641121109,0.0,0.02757018705462347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022787574965050573,0.0,0.020082870620572294,0.0,0.0,0.0,0.0023099060314046454,0.004165410158237075,0.9957849846322394,0.061536529849448414,0.0,0.0,0.04595404698254696,0.02757018705462347,0.0,0.0,0.0,0.0,0.0019246278759055752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006729821464738193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002657858989352514,0.007122114791047806,0.0020238926998237395,0.0031002212009181114,0.0,0.013209252843256645,0.013132291494919126,0.0,0.002346675697214051,0.001968713889908819,0.0021216594115892095,0.008161927575056554,0.0021887152491531876,0.0,0.0020938637262610527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,28,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,1
