,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,deletefilew deletefilew deletefilew,deviceiocontrol deviceiocontrol deviceiocontrol,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,findwindowexa findwindowexa findwindowexa,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getfileattributesw setfileattributesw findfirstfileexw,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,module32nextw module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntquerykey ntopenkeyex,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer setfilepointer setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,writeprocessmemory writeprocessmemory writeprocessmemory,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport1.json,0.0,0.0,0.0,0.0,0.015150101272338595,0.05311202573541952,0.13526854146115017,0.026205734138391275,0.0,0.0,0.0,0.0,0.0,0.021701948716825136,0.0,0.0,0.0,0.0,0.02884724229948107,0.0,0.0,0.033329649398256236,0.0667269292363966,0.0,0.12151367120685892,0.0,0.9393886400761258,0.0,0.0,0.0,0.0,0.0,0.0,0.004504972489501473,0.2498767861130192,0.0,0.0,0.0,0.0,0.0,0.011413112861470258,0.026205734138391275,0.0,0.005236589463817925,0.0,0.0978099433533237,0.00897776031564413,0.011348883277774282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007489076148662745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046350641464111605,0.005316406707481929,0.0,0.0,0.0,0.005083498040615911,0.004956231524043969,0.005491276144757428,0.005090782190509622,0.021908935403914125,0.0,0.009355503180145818,0.0,0.0,0.004800830533860321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,1,0,5,0,0,1,0,0,0,2,0,0,30,214,0,0,0,0,2,0,0
benreport10.json,0.0,0.0,0.0,0.0025251166035909697,0.0,1.4688715755537327e-05,5.204870281477106e-05,1.1595975098869045e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4748290676963304e-05,1.4763253831452323e-05,0.0,5.120905793059187e-05,0.0,0.0003628928298927571,0.9999901142919739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6834251089637748e-05,1.1595975098869045e-05,0.0,1.1585891985463065e-05,0.0,0.0024591288389344363,9.931594027670207e-06,3.3479025924647156e-05,0.0,0.0,0.0,0.0,9.189659160026966e-05,0.0,0.0,0.0,0.0,0.0,1.656949201934444e-05,0.0,5.917305670792738e-05,0.0,0.0,0.0,1.6384395107767753e-05,0.0019795058116567565,0.0,0.0,0.0,0.0,0.0018103251703924512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,0,339,2,0,1,0,0,0,1,10,0,0,0,0,2,0,0
benreport100.json,0.0,0.0,0.0,0.0,0.0,0.010857181651714825,0.0192359301725564,0.012856768097277827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656548293072903,0.0,0.0,0.0,0.0,0.0,0.005450608262731178,0.0,0.0,0.009462808958571291,0.0,0.16256525158592303,0.0,0.0,0.0,0.006116888526789125,0.0,0.0,0.0036836331491590856,0.19503239534660122,0.007607416027975296,0.01669623669552309,0.0,0.0,0.0,0.01244305663562684,0.012856768097277827,0.0,0.004281862893149773,0.0,0.007270671978036398,0.0036704747455151847,0.012373030836590906,0.0,0.0,0.0,0.0,0.027170189818710406,0.0,0.0,0.0,0.0,0.0,0.015309199568965384,0.0,0.01640168811191848,0.0,0.0,0.0,0.006055272526852532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040526193621430884,0.004490115507953615,0.0,0.0035829067060773132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,48,0,0,0,0,2,0,0
benreport1000.json,0.0,0.0,0.0,0.0,0.016403755943083582,0.005565192487635455,0.012735814655587019,0.024163860898110356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006045352400370226,0.00799101679416354,0.008454216973484995,0.06146540353260959,0.020043135375590892,0.005068152195409848,0.05982237182257305,0.007445130885598547,0.2315823191637349,0.011493322081690308,0.0,0.0,0.0,0.0,0.0,0.0012587752627108472,0.051042901078171714,0.0025996147611363975,0.005990729620934629,0.0,0.0,0.0,0.010895891727327718,0.024163860898110356,0.0,0.11339823278334102,0.0,0.01925520209382956,0.0015678484477730048,0.00924902565435825,0.0,0.0,0.0,0.016622923560851186,0.0,0.005532242395959374,0.0,0.0,0.0,0.0024559013587408156,0.008370363031928481,0.0,0.0,0.0,0.0,0.0,0.0005173036345594432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02026984553927203,0.08657163320971563,0.06605139303537136,0.0460506693947634,0.3728657507540705,0.0,0.06227442626697736,0.07741323548769545,0.11217411735923706,0.1557382831229511,0.03662838799416695,0.08999008583310665,0.03951356622160153,0.08593873736789844,0.04351152684255936,0.049134007633616895,0.8350486689501394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,10,0,42,0,0,0,0,1,21,6,0,62,28,0,0,90,2,0,722,3117,6,0,0,0,2,0,0
benreport1002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12178834009394313,0.0,0.0,0.0,0.0,0.0,0.0,0.13451769360186827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688185949489148,0.0,0.0,0.0,0.0,0.14757605367718948,0.0,0.0,0.0,0.0,0.0,0.199566180943377,0.0,0.11878196515379309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49405402309443364,0.0,0.0,0.0,0.09836831559075772,0.0,0.08804790492983496,0.09755302140174664,0.09043820978781855,0.23352854105375884,0.42943926043376573,0.1662013670225265,0.522785132746096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,12,8,0,0,0,0,2,0,0
benreport1003.json,0.0,0.0,0.0,0.0,0.05961242067260435,0.00444647883795299,0.0049237085175728,0.003510263166683824,0.0,0.0,0.008043607661912986,0.0,0.0,0.0,0.0,0.31791563994561645,0.0,0.0,0.11471528162386065,0.22690115477501652,0.2330389550211657,0.0033483847473038224,0.0005586303189587438,0.17918389083592087,0.0038754237638856806,0.1821731944925518,0.821814809973645,0.0,0.0,0.0,0.04258715350232906,0.002619005015891513,0.0,0.0030172096903124043,0.059588600931763894,0.00038944515557766667,0.001709455214106414,0.0,0.0,0.0,0.0031849764161071777,0.003510263166683824,0.0,0.004384013584777662,0.0,0.019726932557531128,0.0003758039794470143,0.017735493003051217,0.0,0.0,0.006676462245867785,0.007399630168345935,0.0,0.15765210104497898,0.0,0.0,0.0,0.0019622166607898913,0.0037618620057988284,0.01752200750109398,0.003918361213579945,0.0034579936077851372,0.0,0.02102663381156507,0.0006199730743299143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010562090924882679,0.016158337669986717,0.004268465717437388,0.0013352507040418767,0.0,0.0,0.007417048865615039,0.006383770760216023,0.01037325270619474,0.025744512634268833,0.011933447068311218,0.01687456032485081,0.004452258275891807,0.013706562889026185,0.003695476205144258,0.002066163225612112,0.04260353195438941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,10,1,24,0,0,0,39,39,37,1,0,27,2,0,39,18,1,0,159,231,0,0,0,0,3,0,0
benreport1005.json,0.0,0.0,0.0,0.0,0.19802801663065914,0.02892628935431897,0.14093585932847805,0.045671593982464294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413991087041548,0.047925040232748614,0.15066040386823362,0.05082631652291232,0.1308288428077774,0.02963566702761904,0.13866229501499872,0.15479070005652437,0.8878859907864003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08247870384485151,0.0,0.004448301495504763,0.0,0.0,0.0,0.01657573154067436,0.045671593982464294,0.0,0.03992789579155946,0.0,0.004842729176494016,0.0,0.07829162934908165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020792617243694,0.044866355357466164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027662382324290632,0.03534139147317604,0.005790926503611351,0.03413395713469462,0.0,0.0,0.038760605815053466,0.03779022533238442,0.01794421212389871,0.005545163704207636,0.08113907413456602,0.021064645182216644,0.056047945286719705,0.01602712586861427,0.0,0.010458664397798186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,13,0,0,0,0,0,2,2,0,10,2,0,0,3,0,0,49,39,0,0,0,0,2,1,0
benreport1006.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
benreport1007.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262675734333296,0.11422732541433342,0.9626399292487684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09528625271888265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,3,0,2,0,0,1,0,0,0,0,2,0,0
benreport1008.json,0.0,0.0,0.017227510901989172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008490768737740264,0.0,0.0,0.018530411944789865,0.4972344187621278,0.0,0.4463657587249315,0.1594298489711987,0.0,0.00505793333556405,0.0,0.0,0.0,0.014135554639056195,0.0,0.0,0.0,0.0,0.15417966568278038,0.0,0.06090935052693376,0.0,0.0,0.0,0.0,0.010288621571119325,0.0,0.0,0.0,0.0,0.014514508742769772,0.013913239058494346,0.0,0.008281172036314975,0.0,0.4066303708685039,0.0,0.0,0.050368833646481974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06290692563916277,0.16648016150186964,0.0065845627226518684,0.0,0.0,0.006857985076058293,0.006296096882845022,0.00613847268158103,0.0068011448694607094,0.08196654137027139,0.09225904051169878,0.16766062242777605,0.18539408553508915,0.18223615077814423,0.0,0.434058212671591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,3,8,9,0,19,1,0,0,0,1,0,61,158,0,0,0,0,2,0,0
