,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,deletefilew deletefilew deletefilew,deviceiocontrol deviceiocontrol deviceiocontrol,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,findwindowexa findwindowexa findwindowexa,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,module32nextw module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer setfilepointer setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,writeprocessmemory writeprocessmemory writeprocessmemory,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport1.json,0.0,0.0,0.0,0.0,0.015149044317872671,0.05307981459569107,0.1357069863158832,0.026218731466254204,0.0,0.0,0.0,0.0,0.021654105875477773,0.0,0.0,0.0,0.028888782378619245,0.0,0.0,0.0334786110046594,0.06743682009477067,0.0,0.12183041803767274,0.0,0.9390666394658499,0.0,0.0,0.0,0.0,0.0,0.004513549474556715,0.25007854655101897,0.0,0.0,0.0,0.0,0.0,0.011422327561999871,0.026226335247773996,0.0,0.005242226174179796,0.0,0.09880727903983377,0.008930768819013328,0.0,0.011385549293274197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007497137455247819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004656827695665787,0.005342383169304185,0.0,0.0,0.0,0.005061393306711211,0.004953136325152264,0.005523368543659377,0.0051094245863225266,0.022040882043272054,0.0,0.009391672575507356,0.0,0.0,0.004850744118652875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,1,0,5,0,0,1,0,0,0,2,0,0,30,214,0,0,0,0,2,0,0
benreport10.json,0.0,0.0,0.0,0.002505293813635244,0.0,1.4857065060680629e-05,5.284792942209075e-05,1.1741816422524573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4993086336147702e-05,1.510047811982759e-05,0.0,5.196250100879473e-05,0.0,0.00036714884225402616,0.9999897979744046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705127922551197e-05,1.1745221705760238e-05,0.0,1.1738412566183246e-05,0.0,0.0025142003506593816,9.99890556488493e-06,0.0,3.3992753067476944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678761838787953e-05,0.0,5.97092409746073e-05,0.0,0.0,0.0,0.0,1.6737453688079695e-05,0.0020390760446373874,0.0,0.0,0.0,0.0,0.0,0.001871193113675051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,0,339,2,0,1,0,0,0,1,10,0,0,0,0,2,0,0
benreport100.json,0.0,0.0,0.0,0.0,0.0,0.010861349451518815,0.019317403097386533,0.012875891453636074,0.0,0.0,0.0,0.0,0.0,0.9659624086711995,0.0,0.0,0.0,0.0,0.0,0.0054803943237976185,0.0,0.0,0.009496877067010082,0.0,0.16267056703140234,0.0,0.0,0.0,0.0,0.0,0.003694303643167528,0.19538329591616918,0.0076507382684651345,0.016699130479971538,0.0,0.0,0.0,0.012465443309785456,0.012879625633743608,0.0,0.0042907196127461526,0.0,0.00735208696687007,0.003654880928009348,0.0,0.01242530635684452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015340865526332742,0.0,0.0163690539415439,0.0,0.0,0.0,0.0,0.006118009603254634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004054101915635378,0.004520832362295481,0.0,0.003608056643229005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,48,0,0,0,0,2,0,0
benreport1000.json,0.0,0.0,0.0,0.0,0.01628277967128324,0.005521184604670511,0.012683750075005301,0.023999225075054673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006009828848552808,0.00794117592503908,0.008416635111314874,0.06128906135181615,0.02010838311630996,0.005024439768625894,0.059540128430886484,0.007391786794883796,0.22981165703747117,0.011273228751584718,0.0,0.0,0.0,0.0,0.0012519581469859005,0.05071091211418662,0.002592749549262583,0.005942105791758415,0.0,0.0,0.0,0.010825022917206856,0.02400618517014356,0.0,0.11269095527101898,0.0,0.019309434740759725,0.001548247787694502,0.0004547411773032679,0.00921111892571431,0.0,0.0,0.0,0.016547674585899015,0.005333937928804339,0.0,0.0,0.0,0.0012304982222667718,0.0024428381322050456,0.008318156137719064,0.0,0.0,0.0,0.0,0.0,0.0,0.0005183312408752967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019955989137872568,0.08622896660663978,0.06587671713442744,0.04593760305406115,0.36963645188775046,0.0,0.061665393946013086,0.07651352175335005,0.11128507004063176,0.15550403690733733,0.03649394643016146,0.08987065531170116,0.03939984705526841,0.08564071965550528,0.04313041365438644,0.04912441803387389,0.8375665507150958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,10,0,42,0,0,0,0,1,21,6,0,62,28,0,0,90,2,0,722,3117,6,0,0,0,2,0,0
benreport1002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12140211986698866,0.0,0.0,0.0,0.0,0.0,0.13581986707270294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272078064140764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20155219717455974,0.0,0.1194782213096821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500774520690047,0.0,0.0,0.0,0.09899307768461672,0.0,0.08877303861629358,0.09899307768461672,0.09157412926540155,0.23701783407357516,0.43517894090205633,0.16832311034594233,0.5266478859191182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,12,8,0,0,0,0,2,0,0
benreport1003.json,0.0,0.0,0.0,0.0,0.05970862089550704,0.004451263906447317,0.004947984338727022,0.003517917127255253,0.0,0.00806582302302198,0.0,0.0,0.0,0.3182369721027629,0.0,0.0,0.11507388968717128,0.22752782520714646,0.2341039112928604,0.003369012509289232,0.0005655239859820494,0.17924704080131743,0.0038920675834104483,0.18250577207232785,0.8229162805275995,0.0,0.0,0.0,0.0026262383550373033,0.0,0.0030280437140320395,0.059737122152870734,0.00039193397726619377,0.001710934656562339,0.0,0.0,0.0,0.00319291459422165,0.003518937370102426,0.0,0.0043961216398924995,0.0,0.01996163337523924,0.00037446635037913505,0.002199715967757822,0.017822749637029123,0.0,0.0,0.006724352029133092,0.007432837085991618,0.15337746502774532,0.0,0.0,0.0,0.0019840931669230207,0.001969453656372791,0.00377225176203927,0.017536434140107745,0.003913271053667755,0.0035249454255664374,0.0,0.0,0.02104480828464288,0.0006268299221893019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010492712106492963,0.016240121942722518,0.0042957282571477705,0.0013440339358984383,0.0,0.0,0.007411019417507403,0.006366713273427644,0.010384228503716914,0.025938567961275912,0.011997312493974514,0.017004769285002087,0.004479645979046932,0.013782720150997121,0.003696279010131665,0.002084466369337113,0.04311895006037827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,10,1,24,0,0,0,39,39,37,1,0,27,2,0,39,18,1,0,159,231,0,0,0,0,3,0,0
benreport1005.json,0.0,0.0,0.0,0.0,0.19794652403772167,0.028898865871547018,0.14134434858872624,0.04567862851740391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1415543268491033,0.04796022976508668,0.1510428710529484,0.0510360277217338,0.13217550740974635,0.029586166560008204,0.1389762273838307,0.15475972671206648,0.8872782874438156,0.0,0.0,0.0,0.0,0.0,0.0,0.08251708818613922,0.0,0.0044431489297554715,0.0,0.0,0.0,0.016583444619235995,0.045691875928393924,0.0,0.03995721332521878,0.0,0.004890436866981948,0.0,0.007140589509381622,0.07851772936940682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012881294731707894,0.07032437985831277,0.04489929901395711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027746176533941395,0.035495198313075106,0.00581723262675695,0.03407571153705845,0.0,0.0,0.03857887190659738,0.03775371725619318,0.018042913817783977,0.005563567880770473,0.08159983585537137,0.021151367508815817,0.056245402692159496,0.015998193409425644,0.0,0.010563790000391194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,13,0,0,0,0,0,2,2,0,10,2,0,0,3,0,0,49,39,0,0,0,0,2,1,0
benreport1006.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
benreport1007.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22778680651820252,0.11323773216327444,0.0,0.9624208975593969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0950599954330022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,3,0,2,0,0,1,0,0,0,0,2,0,0
benreport1008.json,0.0,0.0,0.017394339963602148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008359332585355834,0.0,0.0,0.49598187590041704,0.0,0.4456093890068796,0.1589855145088003,0.0,0.00503565086202961,0.0,0.0,0.0,0.014096157676545389,0.0,0.0,0.0,0.0,0.15519239269246865,0.0,0.016185600026824253,0.060886670240429014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014491320525307954,0.013878191347377772,0.0,0.008226859545192842,0.0,0.0,0.40598511929893866,0.0,0.0,0.05108145572652704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06289235854574751,0.16666112369083066,0.006592971101053679,0.0,0.0,0.006816322984477752,0.006246204876120807,0.0061126062314173805,0.006816322984477752,0.08197123614129032,0.0924813213022751,0.16780358389723093,0.1854424107552524,0.18131581386700074,0.0,0.436995902183601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,3,8,9,0,19,1,0,0,0,1,0,61,158,0,0,0,0,2,0,0
