,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,deletefilew deletefilew deletefilew,deviceiocontrol deviceiocontrol deviceiocontrol,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,findwindowexa findwindowexa findwindowexa,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getfileattributesw setfileattributesw findfirstfileexw,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,module32nextw module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntquerykey ntopenkeyex,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer setfilepointer setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,writeprocessmemory writeprocessmemory writeprocessmemory,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport1.json,0.0,0.0,0.0,0.0,0.015009819657478564,0.05252280239709881,0.13566335690117226,0.026141168083308516,0.0,0.0,0.0,0.0,0.0,0.021495736142850948,0.0,0.0,0.0,0.0,0.02851174109175128,0.0,0.0,0.033038436992701495,0.06636946480652979,0.0,0.12184805289101679,0.0,0.9403271224956783,0.0,0.0,0.0,0.0,0.0,0.0,0.00443105712402283,0.24658857014981242,0.0,0.0,0.0,0.0,0.0,0.011253846424714138,0.026141168083308516,0.0,0.005136459966980573,0.0,0.09713528561964739,0.008901241183540572,0.011193522056303268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073707001508335115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00460469993401412,0.005269619201985084,0.0,0.0,0.0,0.005021002572365208,0.004891083158048296,0.0054563321345067915,0.005058591105041157,0.02181707953662174,0.0,0.00928661908090289,0.0,0.0,0.0047872087547229285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,1,0,5,0,0,1,0,0,0,2,0,0,30,214,0,0,0,0,2,0,0
benreport10.json,0.0,0.0,0.0,0.002494516073437947,0.0,1.4723413661371873e-05,5.291092149954004e-05,1.1724804122127737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481835857549244e-05,1.4883974810671977e-05,0.0,5.20487017061666e-05,0.0,0.00036819824102050566,0.9999900929928167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6825203899302433e-05,1.1724804122127737e-05,0.0,1.1518993107360752e-05,0.0,0.0024753975693708723,9.980933999222125e-06,3.347003039512785e-05,0.0,0.0,0.0,0.0,9.209300734230655e-05,0.0,0.0,0.0,0.0,1.652948621807008e-05,0.0,5.8913531322787325e-05,0.0,0.0,0.0,1.63905081822275e-05,0.0020035210790268283,0.0,0.0,0.0,0.0,0.0,0.0018147934003219447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,0,339,2,0,1,0,0,0,1,10,0,0,0,0,2,0,0
benreport100.json,0.0,0.0,0.0,0.0,0.0,0.01077131538515802,0.019354214854606647,0.012866401019483885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659499536450411,0.0,0.0,0.0,0.0,0.0,0.005420387465094078,0.0,0.0,0.00951941231767469,0.0,0.16325180565549174,0.0,0.0,0.0,0.006058778603373109,0.0,0.0,0.0036348642185274954,0.19308582836400293,0.0075714371528289495,0.016511752734361108,0.0,0.0,0.0,0.01230893743714124,0.012866401019483885,0.0,0.004213517005379147,0.0,0.007243778796570974,0.0036509124316096565,0.012242957429179356,0.0,0.0,0.0,0.0,0.026949261894451987,0.0,0.0,0.0,0.0,0.015115746363610811,0.0,0.016162426075041095,0.0,0.0,0.0,0.005995461956522095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004012230640098743,0.004475913057540241,0.0,0.0035793770895211872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,48,0,0,0,0,2,0,0
benreport1000.json,0.0,0.0,0.0,0.0,0.016329593823025654,0.005529773707051896,0.012834076597956426,0.024219609171708203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006003620105394307,0.007972995532147862,0.008441449987787944,0.06121976103418739,0.02003110839685718,0.005041052110556084,0.06027389042616216,0.007415006077464427,0.23292237118718262,0.01139326108878155,0.0,0.0,0.0,0.0,0.0,0.0012440434534122722,0.05061211961631023,0.0025913476423378144,0.005933758041987827,0.0,0.0,0.0,0.010795227427658646,0.024219609171708203,0.0,0.11176190902098361,0.0,0.019213843110089612,0.001561920004595598,0.00916604022801199,0.0,0.0,0.0,0.016789442210698686,0.0,0.005429113337816387,0.0,0.0,0.0,0.008277457060977428,0.0,0.0,0.0,0.0,0.0,0.0005129913215998459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01997053993104171,0.08606403888935447,0.06593252558534209,0.04586370423314643,0.3698459329898443,0.0,0.06193505524959588,0.07682722512173798,0.11122905997759057,0.15548734292540184,0.036570846305535504,0.09004138175009194,0.03937947320724516,0.08571396685581659,0.04318148227791409,0.04859791501608794,0.8366617663913197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,10,0,42,0,0,0,0,1,21,6,0,62,28,0,0,90,2,0,722,3117,6,0,0,0,2,0,0
benreport1002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12133715855437481,0.0,0.0,0.0,0.0,0.0,0.0,0.13405537283334756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2677507637650565,0.0,0.0,0.0,0.0,0.14734359522370158,0.0,0.0,0.0,0.0,0.1983468123848711,0.0,0.11782289126684725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956530778407769,0.0,0.0,0.0,0.0983258401000727,0.0,0.08774659427693596,0.09788722591210704,0.0907517061075862,0.23484054936880142,0.430141214638388,0.16660301417193601,0.5214372923651486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,12,8,0,0,0,0,2,0,0
benreport1003.json,0.0,0.0,0.0,0.0,0.059166808682734016,0.004405068874236891,0.004946972955062527,0.003507920845178296,0.0,0.0,0.008071938575045531,0.0,0.0,0.0,0.0,0.317562665117615,0.0,0.0,0.11358530831028776,0.2257176332639074,0.23199653086685815,0.0033251064408099822,0.0005566383556775986,0.17769688133719524,0.003893086907416819,0.18089766146201042,0.8241173771097048,0.0,0.0,0.0,0.04212287111494104,0.0025795339362027713,0.0,0.0029730495596064044,0.058910358953049406,0.0003870546556124989,0.0016881737612439922,0.0,0.0,0.0,0.0031461870742124677,0.003507920845178296,0.0,0.004307930820835216,0.0,0.019626145907952672,0.00037327197607658484,0.017524205791030166,0.0,0.0,0.006594251815403478,0.00745157674858356,0.0,0.1542541208574482,0.0,0.0,0.0,0.0037090681000178285,0.017326311528603273,0.003855736141365712,0.0034467185761605733,0.0,0.020831138473357276,0.0006129804463746894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010375250084404566,0.016015927581720536,0.004248140116607974,0.0013258833001851256,0.0,0.0,0.007354738551885107,0.00631664566803781,0.01025533539600932,0.025626756272516694,0.011879342948294387,0.016834074900566442,0.004423981768067586,0.01363014555355654,0.003656561965913579,0.0020375551860017885,0.04255915967258689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,10,1,24,0,0,0,39,39,37,1,0,27,2,0,39,18,1,0,159,231,0,0,0,0,3,0,0
benreport1005.json,0.0,0.0,0.0,0.0,0.19679241411244866,0.02869257513732096,0.14177806249534924,0.04569793812519627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401805906408552,0.04773441405107545,0.15017319542668198,0.05053580196014567,0.13052462488568894,0.029426314869346215,0.13946769162511805,0.15389824632427257,0.8914821256076177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08164143611304113,0.0,0.004398392295079665,0.0,0.0,0.0,0.01639424246932756,0.04569793812519627,0.0,0.03928380808766608,0.0,0.00482398527864886,0.0,0.07745522835646391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04429177310892092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02745271644362293,0.03521689055729839,0.00575745916049514,0.03379906023071569,0.0,0.0,0.03840078628636152,0.037407158501525935,0.017884371655556897,0.005526894938812105,0.0810451751262387,0.0209569199665827,0.05580485121672092,0.015878098912346063,0.0,0.010460778223860767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,13,0,0,0,0,0,2,2,0,10,2,0,0,3,0,0,49,39,0,0,0,0,2,1,0
benreport1006.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
benreport1007.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22773397646352922,0.1147794306148859,0.9622523883323706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09504346069288461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,3,0,2,0,0,1,0,0,0,0,2,0,0
benreport1008.json,0.0,0.0,0.017187422925028135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847101093619386,0.0,0.0,0.01850124181744453,0.49435912166491114,0.0,0.4439805860746512,0.15910160769015394,0.0,0.005042071185736862,0.0,0.0,0.0,0.014095082706535195,0.0,0.0,0.0,0.0,0.15483852170960188,0.0,0.06075128957950527,0.0,0.0,0.0,0.0,0.010286619708164373,0.0,0.0,0.0,0.0,0.013847349294227025,0.0,0.008225666501067552,0.0,0.40797206210463743,0.0,0.0,0.0508612780117236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06294052065589509,0.1672499423591778,0.006600029508205452,0.0,0.0,0.006864502817781978,0.006288645131303296,0.00612592522018384,0.006833881484405674,0.08236440636134092,0.09290566071246827,0.16816689520044373,0.18609909404409025,0.1820176547230193,0.0,0.43769528721889944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,3,8,9,0,19,1,0,0,0,1,0,61,158,0,0,0,0,2,0,0
