,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,deletefilew deletefilew deletefilew,deviceiocontrol deviceiocontrol deviceiocontrol,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,findwindowexa findwindowexa findwindowexa,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getfileattributesw setfileattributesw findfirstfileexw,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntquerykey ntopenkeyex,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer setfilepointer setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,writeprocessmemory writeprocessmemory writeprocessmemory,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport1.json,0.0,0.0,0.0,0.0,0.015058125084120019,0.05279436652080375,0.13631141935273391,0.02634078002736019,0.0,0.0,0.0,0.0,0.0,0.021515931199188487,0.0,0.0,0.0,0.0,0.028830095165331374,0.0,0.0,0.03316382546702334,0.06723566251662817,0.0,0.12209610345532987,0.0,0.9394564514029238,0.0,0.0,0.0,0.0,0.0,0.0,0.004488456368071518,0.2486163765838962,0.0,0.0,0.0,0.0,0.0,0.011346391761160032,0.02634845758951296,0.0,0.005210285990120357,0.09812278885248554,0.008922707738281436,0.011276477684613892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007399448609752699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046142846891443585,0.005268156005472039,0.0,0.0,0.0,0.0050434920444798635,0.004910392145450291,0.005465351056617232,0.005069549618505926,0.02184034206497908,0.0,0.009313581839123914,0.0,0.0,0.004796819237303753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,1,0,5,0,0,1,0,0,0,2,0,0,30,214,0,0,0,0,2,0,0
benreport10.json,0.0,0.0,0.0,0.0025104493760671164,0.0,1.4683909082282103e-05,5.274830223610962e-05,1.1722027013643149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758380640072238e-05,1.4960419765122171e-05,0.0,5.1747168548515786e-05,0.0,0.00036498320417855653,0.9999899821785341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6831026592422585e-05,1.1725443639531228e-05,0.0,1.159326205631695e-05,0.002481025921654488,9.926834079546783e-06,3.345463470215875e-05,0.0,0.0,0.0,0.0,9.264029224752392e-05,0.0,0.0,0.0,0.0,1.6464306751639864e-05,0.0,5.921359104014096e-05,0.0,0.0,0.0,0.0,1.6525695836049887e-05,0.0020111796584389805,0.0,0.0,0.0,0.0,0.0,0.0018382002477255587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,0,339,2,0,1,0,0,0,1,10,0,0,0,0,2,0,0
benreport100.json,0.0,0.0,0.0,0.0,0.0,0.010906889846526421,0.019590148606093025,0.013060301929757956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651107490522978,0.0,0.0,0.0,0.0,0.0,0.005481102853892062,0.0,0.0,0.009609169194416275,0.0,0.16430401474904785,0.0,0.0,0.0,0.006198114440191538,0.0,0.0,0.0037091153783012226,0.19610997383031145,0.0076304258468296105,0.016779436036808423,0.0,0.0,0.0,0.012501722260662476,0.013064108623397835,0.0,0.0043056120649349475,0.007371409420264978,0.003686718748517827,0.012424689280884492,0.0,0.0,0.0,0.0,0.02752448158679895,0.0,0.0,0.0,0.0,0.015286663375306106,0.0,0.01649346517520733,0.0,0.0,0.0,0.0,0.006137464591717011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040577894774110465,0.004516389598017544,0.0,0.0036096306604124803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,48,0,0,0,0,2,0,0
benreport1000.json,0.0,0.0,0.0,0.0,0.016326916710935835,0.005539625693511944,0.012851910025976012,0.02432227202819188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050188550376141,0.007970693621618029,0.00845530037015601,0.061244927725495044,0.020224124163421394,0.00504340583084426,0.06019297430442874,0.007426334728553557,0.23192216770918536,0.011444264602134876,0.0,0.0,0.0,0.0,0.0,0.0012559101717025518,0.050856291155015755,0.0025836698128933497,0.005965610491172507,0.0,0.0,0.0,0.010847307587740265,0.024329361254668808,0.0,0.11298605228158416,0.01934374108921502,0.0015604083131105881,0.009202839187727437,0.0,0.0,0.0,0.016730075389774706,0.0,0.0054232900350840675,0.0,0.0,0.0,0.008281727179156258,0.0,0.0,0.0,0.0,0.0,0.0,0.000519537910191133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020131683905834877,0.08613331998541211,0.06584702103600928,0.04569638987114837,0.3727735065954134,0.0,0.06171716573135226,0.0769111690049722,0.11129169716284672,0.1552192839223969,0.03652651024100844,0.08983350419432423,0.03941388967543237,0.08567301811531089,0.043389805680516376,0.048677575151836745,0.8355150528953604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,10,0,42,0,0,0,0,1,21,6,0,62,28,0,0,90,2,0,722,3117,6,0,0,0,2,0,0
benreport1002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1216633439516679,0.0,0.0,0.0,0.0,0.0,0.0,0.13446228016894654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26834708394349666,0.0,0.0,0.0,0.0,0.14861768781287707,0.0,0.0,0.0,0.0,0.19809581296976567,0.0,0.11874135397762432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494128968239726,0.0,0.0,0.0,0.09780548199303822,0.0,0.08763969455518994,0.0975444899411176,0.09048030522570343,0.23388122791730012,0.4297506471594104,0.1662269414372268,0.5230200462289719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,12,8,0,0,0,0,2,0,0
benreport1003.json,0.0,0.0,0.0,0.0,0.05938351242927577,0.004429805995342555,0.004972806121063923,0.00353627261321436,0.0,0.0,0.00811036124419509,0.0,0.0,0.0,0.0,0.31510245256804004,0.0,0.0,0.11490443960662773,0.22651607354637165,0.23326652573336307,0.0033392042953921787,0.0005641528832429938,0.17846024172841193,0.0039027400025721066,0.18186741896911207,0.8237189787118331,0.0,0.0,0.0,0.04279492716865635,0.0026345148360686966,0.0,0.0030128958431626207,0.05942111130084446,0.00038738479345314347,0.0017037314807482231,0.0,0.0,0.0,0.003173464491347834,0.003537303332606454,0.0,0.004371783892394945,0.019834451519696226,0.0003743378966215387,0.017661897520208913,0.0,0.0,0.006710146387319453,0.007453645793348967,0.0,0.15467838878137316,0.0,0.0,0.0,0.0037251840270641767,0.017604801931452457,0.0039076214180237545,0.003476601599049059,0.0,0.0,0.021122447138162307,0.000623178968229181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010498996996688818,0.016090165171171573,0.004258868144453992,0.001326102229955385,0.0,0.0,0.007356913077923293,0.006347748661960623,0.010300381460599223,0.02568048453791026,0.011910350244984097,0.016859488204507642,0.004444794275710846,0.01367577374802147,0.00368826432933725,0.0020487059118442686,0.04266348630978652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,10,1,24,0,0,0,39,39,37,1,0,27,2,0,39,18,1,0,159,231,0,0,0,0,3,0,0
benreport1005.json,0.0,0.0,0.0,0.0,0.19733871650429674,0.02882821419685416,0.1423925401563865,0.04602658647326583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14168332573380185,0.04786095301264426,0.1508618959302598,0.050705236108219254,0.13216983459321727,0.02952662157507629,0.139690008268734,0.15458659490515422,0.8902640775086864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08227652590813174,0.0,0.004435005606346893,0.0,0.0,0.0,0.016521773495069128,0.0460400018686323,0.0,0.03983086655414608,0.004870879157356321,0.0,0.07799485657937805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444492734166248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027555604282788467,0.03527463905909373,0.005753323309158229,0.034166773423380176,0.0,0.0,0.038555783496624224,0.037538279980181985,0.017906036719930636,0.0055364263998235455,0.08109582678199224,0.021036912484673737,0.055942204610341106,0.01600161485063392,0.0,0.010477158193163822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0,13,0,0,0,0,0,2,2,0,10,2,0,0,3,0,0,49,39,0,0,0,0,2,1,0
benreport1006.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
benreport1007.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283464540164534,0.11420463919229179,0.9622087099607289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09470795004000362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,3,0,2,0,0,1,0,0,0,0,2,0,0
benreport1008.json,0.0,0.0,0.017496532422676535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008452511855831839,0.0,0.0,0.01860060068973101,0.49963599496612765,0.0,0.44524362839476445,0.15880911757290697,0.0,0.005035524795987975,0.0,0.0,0.0,0.014069170508328694,0.0,0.0,0.0,0.1548516909924033,0.0,0.06059074338435886,0.0,0.0,0.0,0.0,0.010325154047415422,0.0,0.0,0.0,0.0,0.013762626879487773,0.0,0.008249507778383198,0.0,0.0,0.4060762583045817,0.0,0.0,0.050944207984497135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06257350765728009,0.16592548746159744,0.006532348491542317,0.0,0.0,0.006794996498205075,0.006253772214536326,0.006088732507331915,0.0067768641804379975,0.08171907627546138,0.09207655702339304,0.16719781821065532,0.18477679769380528,0.18168303607306427,0.0,0.4341971129900533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,3,8,9,0,19,1,0,0,0,1,0,61,158,0,0,0,0,2,0,0
