,cocreateinstance cocreateinstance,cryptcreatehash cryptcreatehash,cryptcreatehash crypthashdata,crypthashdata cryptcreatehash,crypthashdata crypthashdata,drawtextexw drawtextexw,drawtextexw getsystemmetrics,findfirstfileexw getfileattributesw,findresourceexw loadresource,getasynckeystate getasynckeystate,getcursorpos getcursorpos,getfileattributesw findresourceexw,getfileattributesw getfileattributesw,getfileattributesw ntqueryvaluekey,getfileattributesw setfileattributesw,getforegroundwindow getforegroundwindow,getkeystate getkeystate,getkeystate getsystemmetrics,getsystemmetrics drawtextexw,getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile,isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress recv,ldrloaddll ldrgetprocedureaddress,loadresource findresourceexw,loadresource ntqueryvaluekey,loadstringw loadstringw,module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntdelayexecution,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile,ntclose ntclose,ntclose ntdeviceiocontrolfile,ntclose ntopenkey,ntclose ntopenkeyex,ntclose ntquerykey,ntclose process32nextw,ntclose regopenkeyexw,ntcreatesection ntmapviewofsection,ntdelayexecution ntdelayexecution,ntdelayexecution ntfreevirtualmemory,ntdelayexecution timegettime,ntdeviceiocontrolfile ldrgetprocedureaddress,ntdeviceiocontrolfile ntclose,ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey,ntopenkeyex ntclose,ntopenkeyex ntopenkeyex,ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey,ntopenprocess ntclose,ntopenprocess ntreadvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory,ntquerydirectoryfile ntclose,ntquerydirectoryfile ntquerydirectoryfile,ntquerykey ntclose,ntquerykey ntopenkeyex,ntquerykey ntquerykey,ntqueryvaluekey getfileattributesw,ntqueryvaluekey ntclose,ntqueryvaluekey ntquerykey,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntallocatevirtualmemory,ntreadfile ntreadfile,ntreadfile setfilepointer,ntreadvirtualmemory ntclose,ntreadvirtualmemory ntreadvirtualmemory,ntwritefile ntwritefile,process32nextw ntopenprocess,process32nextw process32nextw,readprocessmemory readprocessmemory,recv getsystemtimeasfiletime,recv ntdeviceiocontrolfile,regclosekey regclosekey,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regenumkeyexw regopenkeyexw,regopenkeyexa regopenkeyexa,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,searchpathw searchpathw,sendto sendto,setfileattributesw findfirstfileexw,setfilepointer ntreadfile,setfilepointerex ntreadfile,thread32next thread32next,timegettime timegettime,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.01270756416811535,0.0,0.0,0.0,0.0,0.01967185002252293,0.013262341086584122,0.0,0.1425048830545601,0.0,0.0,0.0,0.04314184649308409,0.0,0.0,0.007181737718892722,0.0,0.0,0.008837820133713996,0.0,0.21256323693540646,0.04933314192929295,0.0,0.0,0.14090376025491813,0.08634301651778793,0.4499007729333326,0.052142726640140004,0.0,0.1252798715761651,0.1233771311856008,0.0,0.38262704989118446,0.0,0.016922074068854473,0.0,0.007300816693978424,0.0,0.33156223915514843,0.0,0.034251770908433274,0.011100177864191185,0.0,0.0,0.04999353049267745,0.027865100326901843,0.0,0.0,0.0,0.0,0.0,0.007239459006404093,0.04012577448400809,0.04884129111434318,0.0,0.013443006717518103,0.0,0.019892536121069847,0.0,0.0,0.0,0.03776597480242998,0.0,0.0,0.0,0.0,0.0,0.05526536562320768,0.0,0.11636309216280576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17481147620523219,0.09432805497582954,0.07442496468703955,0.0,0.01969813087192722,0.018768363552943618,0.08515077207619753,0.29827587524326743,0.1516682113758104,0.1694802134235411,0.06414732389489694,0.4293175524500883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,1,0,0,1
Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.0,0.0,0.0,0.0,0.0,0.027779046780369906,0.01872803996775249,0.0,0.20123424122649283,0.0,0.0,0.0,0.040614359115547984,0.0,0.0,0.010141487853407379,0.0,0.0,0.012480077809145972,0.0,0.3001651647331039,0.0,0.0,0.0,0.18002342656234252,0.12192684939442568,0.5804673470062096,0.06872308526507734,0.0,0.1315487800260805,0.17422352726909848,0.0,0.5403159695805246,0.0,0.023896028418343183,0.0,0.01030964186107198,0.007025815281060599,0.27912295135125753,0.0,0.03385736886467462,0.007837401154613089,0.0,0.0,0.0488748118842093,0.02951168514785547,0.0,0.0,0.0,0.0,0.0,0.010222997337475514,0.018887492622090767,0.05517587859303934,0.0,0.009491580915043726,0.0,0.014045341207225373,0.0,0.0,0.0,0.00666626918376908,0.0,0.0,0.0,0.0,0.0,0.05967873555331737,0.0,0.08215942519382097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09759387012730328,0.042624862615357605,0.07006473965934588,0.0,0.0278161585387553,0.026503213908772194,0.06273561136559605,0.0831319427689266,0.03656628862272232,0.09885232900260638,0.012940547092648844,0.02706467154364344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,14,0,12,0,0,0,0,0,11,0,0,5,1,0,0,0,2,0,23,39,0,1,0,0,1
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0013283082502261703,0.0,0.0035681937793465733,0.0,0.0,0.0,0.001800388227482818,0.0,0.0,0.0,0.004731092007798727,0.0066222446626550335,0.0013277462841197597,0.006197682468102253,0.034875672525406215,0.022605210268268627,0.0,0.0,0.009576279864917507,0.005896230765602475,0.04497939481474528,0.005091866752248071,0.0,0.014477977030149388,0.002008013877650768,0.0,0.008653477971912514,0.0,0.021482273261700366,0.0,0.001371044003188448,0.0179393114850685,0.02550476185639174,0.0,0.013379081972288726,0.0,0.0,0.0,0.014443764529424282,0.005102055467935466,0.0,0.0,0.0,0.0,0.0,0.0019033300221526655,0.005525922670857961,0.005747826886709795,0.0,0.0,0.0,0.0,0.00878556287572936,0.0,0.005704825186999903,0.02092197429013994,0.03381638258204535,0.0,0.0,0.0008976577519445135,0.0,0.005372380293555967,0.0,0.0005042815800020676,0.0016402961595137996,0.0341696262940792,0.017531618401877728,0.0,0.0,0.006197484270314774,0.0005752650198085906,0.09780369991691117,0.0014110921824095394,0.0,0.0,0.03267572277139251,0.08460287987844867,0.06864016933244144,0.013871046985232244,0.0024044642496453507,0.00035245717537528995,0.11958291894953607,0.14814279798576216,0.05613090162142017,0.05922633847791208,0.0698693150523145,0.9589809950856207,0.0,0.0,0.0,0.019922392479945646,0.0,0.0,0.0,8,0,0,9,13,0,49,0,0,2,9,3,27,5,0,48,22,0,6,26,4,4,808,2965,3,0,0,0,1
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.0,0.0,0.0,0.01933269567830946,0.0,0.25966414213567723,0.0,0.0,0.0,0.07686367170409596,0.0,0.0,0.010468917128156134,0.0,0.0,0.019324516613160307,0.0,0.24462342055043582,0.0,0.0,0.0,0.16627403321075038,0.08009488712653703,0.7501900244843022,0.015201832910040836,0.0,0.060874059765353906,0.23380308724475368,0.0,0.0,0.0,0.019734030731567424,0.014186856247593136,0.015963750263961848,0.007252651583114984,0.32066609043668726,0.0,0.02995756446435051,0.0,0.0,0.0,0.05045278983380096,0.04061933720061678,0.0,0.0,0.0,0.0,0.0,0.0158295873555822,0.01949729643988027,0.0664501757811208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06634441720162361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2370465819906633,0.04400105396461043,0.07232685812004216,0.0,0.04307135147847783,0.04103834970538997,0.0647611007244829,0.08581595049271826,0.04313928244161087,0.10204388697323234,0.020037520686931397,0.03352618167118014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,1,0,0,1
Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed.json,0.023227656111257187,0.0,0.0,0.0,0.0,0.0,0.01616114066204817,0.0,0.21706588650505812,0.0,0.0,0.0,0.07009536200216462,0.0,0.0,0.01312721555514482,0.0,0.0,0.016154303383659318,0.0,0.20449261574952082,0.0,0.0,0.0,0.13490841806818005,0.06456395440314051,0.6448690194032393,0.01906192732261585,0.0,0.07633138121872916,0.19544737283704017,0.0,0.0,0.0,0.012372477115537362,0.01778922478153278,0.013344875324301182,0.0,0.46036456948484,0.0,0.02504298527514402,0.0,0.0,0.0,0.06326391157739296,0.03183344971429269,0.0,0.0,0.0,0.0,0.0,0.013232722023487287,0.0,0.05356504357681399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05347979229112817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972381517886573,0.06207067331779765,0.09069230803390592,0.0,0.03600543769636709,0.034305952628802046,0.08797255038489064,0.10043281796044078,0.06085500383129606,0.14142413838115914,0.01675033816952502,0.2312158693043575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,10,0,0,1,0,0,11,0,0,4,0,0,0,6,1,0,41,54,10,1,0,0,1
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.011653581243073714,0.0,0.0,0.0,0.0,0.036080479217919535,0.01216234419761221,0.0,0.1524662197476213,0.0,0.0,0.0,0.043959557947982036,0.0,0.0,0.006586074472364884,0.0,0.0,0.004052399562078439,0.0,0.24965096906847004,0.0,0.0,0.0,0.15690636655264317,0.11517324721793655,0.4482042632246916,0.07650869898870642,0.0,0.14140182889692415,0.12822993637168986,0.0,0.7017828677021497,0.0,0.021725947419609606,0.0,0.00669527687277338,0.0,0.2806726237414407,0.0,0.0314108817173712,0.01017951377947716,0.0,0.0,0.038793613707226,0.028748171717741126,0.0,0.0,0.0,0.0,0.0,0.00663900827655974,0.0,0.04479032696492192,0.0,0.012328025171563377,0.0,0.018242621697659847,0.0,0.0,0.0,0.008658403171558894,0.0,0.0,0.0,0.0,0.0,0.05068157986045729,0.0,0.10671177656666873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07456389344277047,0.031141568088339153,0.045501370208540844,0.0,0.01806434068841277,0.017211689555151784,0.04413683662958408,0.06478495156008932,0.03731646450433317,0.07771164520972183,0.008403836606351118,0.12303417551069575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,16,0,0,1,0,1,13,0,0,5,0,0,0,6,2,0,41,73,6,1,0,0,1
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.010255091206961824,0.0,0.0,0.0,0.0,0.03175063505826326,0.014270399966660527,0.0,0.13416948463133055,0.0,0.0,0.0,0.0386841835802378,0.0,0.0,0.005795711464240884,0.0,0.0,0.0071321813010685135,0.0,0.25279576913516144,0.03981218298942682,0.0,0.0,0.13266201473798528,0.1013518617312505,0.3891933610031775,0.06732725931108088,0.0,0.13480228441509717,0.11284168064097588,0.0,0.6175652930764268,0.0,0.010924983620227724,0.0,0.005891809011668537,0.0,0.2392720051233469,0.0,0.011056565365919035,0.0,0.0,0.0,0.04344859192942216,0.019676410747777734,0.0,0.0,0.0,0.0,0.0,0.005842292938092309,0.021587849653409107,0.023649153610419138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022858049996542767,0.0,0.0,0.0,0.0,0.0,0.023611514870374457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13779326503242617,0.07612338559577046,0.06006145559001321,0.0,0.015896526354369254,0.015146197768081003,0.06871725552058586,0.24704516296992313,0.12836788325439535,0.13974498916669936,0.05176732916881685,0.3495556139925523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,2,0,68,109,5,1,0,0,1
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09.json,0.013258173565100739,0.0,0.0,0.0,0.0,0.02052421679676797,0.013836988558884208,0.0,0.14867951469033971,0.0,0.0,0.0,0.04501115093004262,0.0,0.0,0.007492917125299229,0.0,0.0,0.009220756371541492,0.0,0.22177344545073552,0.05661778170175085,0.0,0.0,0.12250751368243981,0.07779998731346317,0.4457560629990333,0.04352162606817555,0.0,0.1139507002332072,0.12872297141943106,0.0,0.3949134605644523,0.0,0.010593177045651093,0.0,0.007617155704680308,0.0,0.29936127703886584,0.0,0.014294349966943384,0.0,0.0,0.0,0.04814742770903223,0.021804355952219523,0.0,0.0,0.0,0.0,0.0,0.007553139433689928,0.032561195910431835,0.03057452897364884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029551760008548755,0.0,0.0,0.0,0.0,0.0,0.03052586817305593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18662746195649307,0.09841522013053038,0.07764974359705368,0.0,0.020551636376022555,0.019581582923829662,0.08884029232141923,0.3111999492538527,0.1620993926277443,0.17682366625836796,0.06692678019830224,0.44791956582908854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,1,0,60,109,2,1,0,0,1
Backdoor.Graybird-0814e28a9bbff170fb9257df3ad5cf8a27287f7c9001f15ea6a683c05e72095c.json,0.01611830444709343,0.0,0.0,0.0,0.0,0.0249518210969311,0.016821984802651783,0.0,0.18075353072259973,0.0,0.0,0.0,0.054721220132027064,0.0,0.0,0.009109333109073341,0.0,0.0,0.011209911961041147,0.0,0.26961571248887645,0.0,0.0,0.0,0.17021205978715925,0.10951768637187416,0.5460226057498275,0.06613795779966482,0.0,0.13853281293231876,0.1564918450105636,0.0,0.48532505508126705,0.0,0.021463998773457588,0.0,0.01852074632544137,0.006310759592981771,0.40033537026946464,0.0,0.04344502723342172,0.014079491857364804,0.0,0.0,0.053656233503983505,0.03534415916189058,0.0,0.0,0.0,0.0,0.0,0.009182546926676631,0.03393041817468292,0.061950409170104345,0.0,0.01705114151624342,0.0,0.02523173986630042,0.0,0.0,0.0,0.011975612941113028,0.0,0.0,0.0,0.0,0.0,0.07009872047153347,0.0,0.1475952213242658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10313083250571764,0.043072534093849695,0.0629338674939145,0.0,0.02498515578847564,0.02380583672196739,0.05635066471420895,0.07964922645227211,0.04692105318014932,0.10281131040082282,0.011623516764454157,0.16530903182731044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,2,15,0,16,0,0,1,0,0,15,0,0,5,1,0,0,6,2,0,41,73,5,1,0,0,1
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e.json,0.0,0.0,0.0,0.0,0.0,0.0,0.002194144842532566,0.0,0.02947032052528849,0.0,0.0,0.0,0.0071374623350539115,0.0,0.0,0.003564477645414412,0.0,0.0,0.002193216567763627,0.0,0.027763288963660378,0.0,0.0,0.0,0.016650974193899843,0.007791675959266658,0.9943950254392901,0.058660768796824,0.0,0.06217956142827212,0.026535246123065584,0.0,0.0,0.0,0.0,0.0,0.0018117897727241668,0.0,0.006329334828635159,0.0,0.0034000036341563815,0.0,0.0,0.0,0.007634784818923161,0.0034575381018573754,0.0,0.0,0.0,0.0,0.0,0.0017965630884387135,0.0,0.006464310715674369,0.0,0.0,0.0,0.0,0.0,0.0,0.002599565431826675,0.0,0.0,0.0,0.0,0.0,0.0,0.0064540224611937475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004035504494324106,0.007490783015642758,0.012312995975418383,0.0,0.004888339695609044,0.004657606205075438,0.011024993941541859,0.01363543292871665,0.0055080556334037726,0.016457733858247142,0.0022741382476576923,0.003805020253133281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,28,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,1
