,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress ntprotectvirtualmemory ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerykey ntopenkeyex,ntclose process32nextw ntopenprocess,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntopenprocess ntreadvirtualmemory ntreadvirtualmemory,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntquerykey ntopenkeyex ntopenkeyex,ntquerykey ntopenkeyex ntqueryvaluekey,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntclose process32nextw,ntreadvirtualmemory ntreadvirtualmemory ntclose,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw ntopenprocess ntreadvirtualmemory,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer ntreadfile setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.01623114728748602,0.004843937062007751,0.01320655779451867,0.12050194270693239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008607372589142159,0.0,0.14680491653167202,0.020395405713156834,0.0,0.0,0.0,0.06970319073105431,0.0,0.06558589334055015,0.3169048355075124,0.0,0.04742177533083339,0.0,0.0,0.0,0.0,0.026462463623729598,0.12050194270693239,0.6477759858886367,0.3672960670912675,0.0,0.00698004953534305,0.1958805457357794,0.0,0.010353737796527523,0.0,0.0,0.0,0.0,0.0,0.0,0.03710650155787655,0.03742435609036964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10612713172122848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16961986509232727,0.05942015250147139,0.021797704857532216,0.0,0.0,0.01289390110263059,0.02225356682308828,0.07158211551792389,0.07895233293116023,0.17137566624600664,0.049371767017746856,0.05003259416055648,0.07324231126601508,0.0,0.04299490473894989,0.0,0.3775087031556753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,1,0,0,2,6,1
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.0,0.0,0.001055687941572474,0.002087046258638948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002964579422028128,0.0014927005101190835,0.0024444050924234723,0.0,0.0007994536041675338,0.0010157494271308904,0.0013760889994742192,0.00199271339114167,0.030390881130062188,0.012023759979529567,0.0,0.0,0.0,0.005397719337035732,0.0,0.005533978390252082,0.030727153556361495,0.0024715655212803945,0.004675243150801517,0.0,0.0,0.0,0.0,0.004230641199096762,0.002087046258638948,0.016475785447861456,0.007659238921759065,0.008518056697141136,0.0004184713140636795,0.014022119942522416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005925669555578902,0.0025953981348374455,0.005062669653210174,0.0,0.0,0.0,0.0,0.0,0.004254302531314617,0.0,0.0,0.0,0.0,0.026148003613083528,0.007295398703774843,0.003319144938770036,0.0,0.0,0.0,0.0,0.0,0.096334030761941,0.0009119354258732679,0.0,0.0,0.0,0.025761802062952123,0.07396191455946613,0.0169887454148448,0.054331636313545886,0.09316893533003547,0.0007730214105937236,0.05603457837428754,0.06818757495658383,0.07320974282040434,0.06455746137209799,0.03340526414889257,0.01553627757522077,0.030737409899098674,0.0674661000619093,0.013435031410439448,0.0653931650004556,0.9697012625403851,0.0,0.0,0.0,0.007731268534063776,0.010254788797319345,0.0,0.0,8,0,0,9,13,0,49,0,0,2,9,3,27,5,0,48,22,0,6,26,4,4,808,2965,3,0,0,0,2,4,1
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.0,0.011976750741089637,0.14206489535691852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01170876896612258,0.0,0.10241100381416098,0.0,0.0,0.0,0.0,0.01975386381507931,0.0,0.02643487707287969,0.35924294984484834,0.0,0.008601163023313678,0.0,0.0,0.0,0.0,0.01599883612105209,0.14206489535691852,0.8811817174197919,0.0,0.0,0.009495091159934129,0.11135639629848582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008412777329021242,0.03655008531598527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494297125562476,0.023094382348756697,0.006589294042864484,0.0,0.0,0.01753981340057003,0.0,0.043277547837327034,0.04296013056497553,0.0,0.0063963173925622105,0.010470810472421087,0.026568767407308645,0.0,0.010633957873062812,0.0,0.010588290881583685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,1,0,0,2,2,1
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.0,0.0,0.028965992053770553,0.008644456239717432,0.011784165387637846,0.12185992421962716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038401642472488252,0.0,0.16458159477724937,0.0,0.0,0.0,0.0,0.10106835960978448,0.0,0.09428554679315843,0.3141923085878396,0.0,0.06770285516256279,0.0,0.0,0.0,0.0,0.03148315180566905,0.12185992421962716,0.5780082494334828,0.6554739952948008,0.0,0.006228273818066841,0.15913127059676574,0.0,0.009238604068742063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03339362221076328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09469686891747432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605404852460922,0.022723026220242876,0.00972500795092452,0.0,0.0,0.011505182913621032,0.003971355988264624,0.04258164775332644,0.04226933452955281,0.0,0.015733662588297292,0.01373658738412213,0.026141543398683294,0.0,0.013950619385876932,0.0,0.10070764141103465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,16,0,0,1,0,1,13,0,0,5,0,0,0,6,2,0,41,73,6,1,0,0,2,7,1
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.0,0.0,0.026894619919605383,0.008026286983276237,0.014588632010575713,0.11314566196230677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007131104480515838,0.0,0.18087984772543356,0.016897347890632703,0.0,0.0,0.0,0.09384091221723986,0.0,0.08452441261152494,0.28929322874798874,0.0,0.06286139116827512,0.0,0.0,0.0,0.0,0.024359813631128144,0.11314566196230677,0.5366745993043393,0.6086007321245576,0.0,0.005782886937937017,0.14532955700780664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019213930904524532,0.02146543483680297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13249784223524572,0.04922888039849656,0.02106899180814192,0.0,0.0,0.010682441705879604,0.018436811981366697,0.059304920219044856,0.0654110565427129,0.14198267459223388,0.043825622247295484,0.044639970763270344,0.060680372392764026,0.0,0.0388590114914499,0.0,0.3127614119903527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,2,0,68,109,5,1,0,0,2,3,1
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09.json,0.0,0.0,0.016479594244978246,0.00491808224743574,0.013408707959561108,0.12234644208255706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008739123936961121,0.0,0.1490520303192054,0.020707594149778324,0.0,0.0,0.0,0.05750072548121088,0.0,0.05549150301901286,0.3157971973856717,0.0,0.03851812084441731,0.0,0.0,0.0,0.0,0.02089695946676316,0.12234644208255706,0.657691364634207,0.36481127797124885,0.0,0.007086891771414559,0.17810046310007338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02825586257213853,0.0263057561296612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18205712865286694,0.060329685009632206,0.025819917677724437,0.0,0.0,0.013091265493601527,0.022594197763872666,0.07267780878570644,0.08016084065746147,0.1739988796339999,0.05370802594184557,0.050798433172085704,0.07436341682136725,0.0,0.04365301923208223,0.0,0.3832871541218726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,1,0,60,109,2,1,0,0,2,2,1
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e.json,0.0,0.0,0.0,0.0,0.0025019541450231014,0.029677486113247584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024459725080028696,0.0,0.02139375203073695,0.0,0.0,0.0,0.0,0.0024759600923879477,0.0,0.004141702434289592,0.977268028000097,0.0496168836747682,0.06109088700899207,0.0,0.0,0.0,0.0,0.045119314527630634,0.029677486113247584,0.18407966384849747,0.0,0.0,0.001983533196818294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006544582399742461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027543532180795724,0.007236656280152736,0.0020647642962244197,0.0,0.0,0.003664083004577534,0.0,0.013561078777387768,0.01346161564117122,0.0,0.0020042947990435186,0.0021873618504347206,0.008325359587907246,0.0,0.0022214434911158533,0.0,0.002211903614976497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,28,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,2,0,1
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432.json,0.0,0.0,0.0,0.0,0.012155747239698398,0.14418810217601566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011883760388526033,0.0,0.10394157011699408,0.0,0.0,0.0,0.0,0.012029455103530798,0.0,0.020122466286368722,0.3646119544740839,0.0,0.008729710247716899,0.0,0.0,0.0,0.0,0.016237944015120458,0.14418810217601566,0.8943512694515515,0.0,0.0,0.009636998435817251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179686150479531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013382028441418942,0.03515930328982926,0.010031659830530606,0.0,0.0,0.017801951709433876,0.0,0.0658865176420097,0.06540327587440133,0.0,0.00973786870533958,0.01062730019594261,0.0404487696273369,0.0,0.010792885888413503,0.0,0.010746536388651999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,2,0,1
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3.json,0.0,0.0,0.0,0.0,0.0005576925318476601,0.006615194128275281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005452140693830727,0.0,0.00476872678081498,0.02583799418562698,0.0,0.0,0.0,0.000551898385277901,0.0,0.0018463939647600956,0.22155309304159426,0.011520563808599837,0.0148188574697001,0.0,0.0,0.0,0.0,0.011547179201241398,0.006615194128275281,0.04103186862858626,0.009609670550329663,0.00046550360772410073,0.00044213506180276686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002917611208549394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006139529866481082,0.06667359288021588,0.007363867193621434,0.05508643359916605,0.09715488662030267,0.0008167342841944687,0.05694786499016627,0.07002824970805106,0.07451568314898865,0.029852334658893292,0.011169072015879775,0.010238949737792989,0.014845966306322737,0.07013517857658713,0.008417820768410977,0.0663526589717487,0.9520592023787745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,1,0,37,0,0,0,1,0,20,0,0,24,13,0,1,9,1,0,351,2234,1,0,0,0,2,0,1
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2.json,0.0,0.0,0.0,0.0,0.01208545784963774,0.143354348926947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01181504373517143,0.0,0.10334053840570523,0.0,0.0,0.0,0.0,0.01993315997514909,0.0,0.026674813522551168,0.3625036223918643,0.0,0.008679231573175659,0.0,0.0,0.0,0.0,0.01614404973135858,0.143354348926947,0.8891797728754773,0.0,0.0,0.0095812734582645,0.11771793926340816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042445679970385735,0.03688183256344662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05765347554727678,0.023303998761681165,0.0066491018420128415,0.0,0.0,0.017699013707937847,0.0,0.04367035697163653,0.043350058657955326,0.0,0.006454373637042265,0.010565848897718442,0.02680991911405885,0.0,0.010730477107519036,0.0,0.01068439561909436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,0,0,0,2,2,1
