,cryptdecrypt cryptdecrypt,crypthashdata crypthashdata,drawtextexw drawtextexw,drawtextexw getsystemmetrics,findresourceexw loadresource,getasynckeystate getasynckeystate,getasynckeystate getkeystate,getcursorpos getcursorpos,getfileattributesw getfileattributesw,getfileattributesw setfileattributesw,getforegroundwindow getforegroundwindow,getkeystate getasynckeystate,getkeystate getkeystate,getkeystate getsystemmetrics,getsystemmetrics drawtextexw,getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile,isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ntprotectvirtualmemory,ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress recv,ldrloaddll ldrgetprocedureaddress,loadresource findresourceexw,loadstringa loadstringa,loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile,ntclose ntclose,ntclose ntcreatefile,ntclose ntdeviceiocontrolfile,ntclose ntopenkey,ntclose ntopenkeyex,ntclose ntopenprocess,ntclose ntquerykey,ntclose process32nextw,ntclose regopenkeyexw,ntcreatesection ntmapviewofsection,ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress,ntdeviceiocontrolfile ntclose,ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntqueryvaluekey,ntopenkeyex ntclose,ntopenkeyex ntopenkeyex,ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey,ntopenmutant ntclose,ntopenprocess ntclose,ntopenprocess ntreadvirtualmemory,ntprotectvirtualmemory ldrgetprocedureaddress,ntprotectvirtualmemory ntprotectvirtualmemory,ntquerydirectoryfile ntclose,ntquerydirectoryfile ntquerydirectoryfile,ntquerykey ntclose,ntquerykey ntopenkeyex,ntquerykey ntquerykey,ntqueryvaluekey getfileattributesw,ntqueryvaluekey ntclose,ntqueryvaluekey ntquerykey,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile,ntreadfile ntwritefile,ntreadfile setfilepointer,ntreadvirtualmemory ntclose,ntreadvirtualmemory ntreadvirtualmemory,process32nextw ldrgetdllhandle,process32nextw ntopenprocess,process32nextw process32nextw,readprocessmemory readprocessmemory,recv getsystemtimeasfiletime,recv ntdeviceiocontrolfile,recv select,regclosekey regclosekey,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa,select recv,sendto sendto,setfilepointer ntreadfile,setfilepointerex ntreadfile,thread32next thread32next,timegettime timegettime,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.016038952731877765,0.011670271210288963,0.12166157127238,0.0,0.0,0.0,0.035624501049784575,0.0,0.005528312077434956,0.0,0.0,0.0,0.0076164923846925164,0.0,0.17973957759662007,0.03983875699101712,0.0,0.0,0.018912046447387414,0.11106714665933115,0.06862409347694355,0.35451897611959177,0.041181622206404124,0.0,0.0,0.0,0.09862442166898626,0.10662976645460584,0.5896977374679052,0.30806773354237843,0.013308641360207448,0.006004773535584426,0.0,0.26108259854279126,0.0033983217980731537,0.0,0.027454414804269422,0.00909690792067831,0.0,0.0,0.0,0.04063525640602661,0.022116452306376135,0.0,0.0,0.0,0.005960284617210526,0.0319610867116488,0.038133311870546895,0.0,0.010334405371977589,0.0,0.016226387915407932,0.0,0.0,0.0,0.0,0.0,0.030644938694965186,0.0,0.0,0.0,0.0,0.0,0.043165117293129315,0.0,0.09533437698459658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14082073644528306,0.07688598812442647,0.06135339729240533,0.0,0.017380240824897548,0.015377937251043533,0.07012107353957969,0.24268304075837496,0.12371041016674915,0.13822404899516344,0.05314795581102724,0.35184656904774836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,1,0,0,2,6,1
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.0,0.0014213082282225438,0.0037042539370350162,0.0,0.0,0.0,0.0018077770557630337,0.0,0.0,0.0,0.004628623009079707,0.005892929121449419,0.0013914051055232213,0.005450652240435856,0.03585971199419412,0.022197506881059634,0.0,0.0,0.0010076829364487178,0.009178854927203208,0.005698394603509223,0.04309878223365929,0.00489007350410698,0.0007300882827069789,0.0,0.0,0.013859249003396263,0.002110275440645853,0.016978847858385833,0.008472076740994986,0.02054418944803485,0.001371213961251173,0.016978360837223577,0.024420962670698557,0.0037248975469755395,0.0,0.013040196010951946,0.0,0.0,0.0,0.0,0.014275727231591805,0.004924120501169685,0.0,0.0,0.0,0.0019054766352809573,0.005352190426684976,0.005456946717121766,0.0,0.0,0.0,0.0,0.0007237759406283102,0.008222001999718544,0.0,0.0,0.005939883933174757,0.020643786850088393,0.032109928672043105,0.0,0.0,0.0009412747689216258,0.0,0.0051024090188320865,0.0,0.0005023842650432984,0.032521353587971015,0.0011595856904510642,0.016246104779893814,0.0,0.0,0.0,0.0005028594452560015,0.09716222895609726,0.001214594258902444,0.0,0.0,0.0,0.03200740889822071,0.08385329093325763,0.06880610423622445,0.08735212423530336,0.0025797507055104877,0.00035116132405188364,0.11974510268077632,0.14656507225948096,0.05567270771289975,0.05873650985356387,0.07039197528622512,0.9556818112953022,0.0,0.0,0.0,0.018520850708542716,0.0,0.0,0.0,8,0,0,9,13,0,49,0,0,2,9,3,27,5,0,48,22,0,6,26,4,4,808,2965,3,0,0,0,2,4,1
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.011199296880266827,0.14593963060578571,0.0,0.0,0.0,0.04178388087385899,0.0,0.005305207315779743,0.0,0.0,0.0,0.010963673148477439,0.0,0.1361730557905208,0.0,0.0,0.0,0.009074408767422418,0.08628296289639882,0.04190750291116768,0.3891630683718755,0.007903933075589408,0.0,0.0,0.0,0.03154808653009442,0.13302449498084995,0.84884917143599,0.0,0.010217238175891258,0.008643660500086315,0.003716171477733003,0.16622773471213179,0.0,0.0,0.015807866151178816,0.0,0.0,0.0,0.0,0.026996780167507443,0.021223903956833184,0.0,0.0,0.0,0.008579620265402823,0.010223746939263666,0.03415474997161194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411315190725219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1257094584502176,0.02361059801054755,0.03925158199036078,0.0,0.025018245935486915,0.02213600030075306,0.03510845959821704,0.04596496176647416,0.02316446026931162,0.05478847198320038,0.010929230685785381,0.018088241873298463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,1,0,0,2,2,1
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.0,0.0,0.03034152956043815,0.011038559836938222,0.13425537377592595,0.0,0.0,0.0,0.037440164501291597,0.0,0.005229064737607155,0.0,0.0,0.0,0.003602105958852471,0.0,0.2177324645432367,0.0,0.0,0.0,0.011925558688781139,0.1275668900051777,0.0944137799154029,0.3642781318231561,0.06232393989360526,0.0,0.0,0.0,0.11481339712711454,0.11430562103985636,0.5577774195176892,0.582784075752989,0.017623543094943083,0.005679735353654266,0.0,0.2279540368567159,0.0,0.0,0.025968308289002193,0.008604492612390486,0.0,0.0,0.0,0.032522491180243696,0.023534200704193677,0.0,0.0,0.0,0.005637654618879396,0.0,0.03606915702974788,0.0,0.009775004369836388,0.0,0.015348054103805757,0.0,0.0,0.0,0.0,0.0,0.007246532308208901,0.0,0.0,0.0,0.0,0.0,0.04082859100040288,0.0,0.09017393048534289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061952611579431806,0.026180694817334225,0.03868822669202792,0.0,0.016439448995571173,0.014545530044294675,0.03748828215595809,0.05436630384421568,0.031393991946281716,0.06537099302335804,0.007181579831100308,0.10400035204491455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,16,0,0,1,0,1,13,0,0,5,0,0,0,6,2,0,41,73,6,1,0,0,2,7,1
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.0,0.0,0.027601732017949788,0.0133890578313953,0.1221323019181133,0.0,0.0,0.0,0.03405937018481952,0.0,0.004756887529498015,0.0,0.0,0.0,0.006553681690862668,0.0,0.22791792323833168,0.03427962887529316,0.0,0.0,0.010848697473751098,0.11149688555814621,0.0858883480753898,0.32699513130033503,0.05669617557742072,0.0,0.0,0.0,0.11314973418525005,0.10398398385957565,0.507410901237653,0.5301594915055514,0.009161235362140559,0.0051668632213206205,0.0,0.20088979135539245,0.0058482351777709145,0.0,0.009449362596236787,0.0,0.0,0.0,0.0,0.03765459837226966,0.016651518648352584,0.0,0.0,0.0,0.005128582317846037,0.018334142824342717,0.019687297658452143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019776541828470908,0.0,0.0,0.0,0.0,0.0,0.019663319925464884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11835259314679467,0.06615726337068747,0.052792101166617623,0.0,0.014954989819964659,0.013232089092342424,0.06033632971570687,0.21431411255245525,0.11164034697004915,0.12152173704395758,0.04573165274943935,0.3054527737120098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,2,0,68,109,5,1,0,0,2,3,1
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09.json,0.0,0.0,0.016467813489460435,0.011982319099955249,0.12491464362048103,0.0,0.0,0.0,0.03657705392303733,0.0,0.005676131959774905,0.0,0.0,0.0,0.007820147495398704,0.0,0.1845455803764943,0.04499439295208396,0.0,0.0,0.012945153332054113,0.09503078154832659,0.06085096540764176,0.3456675006292815,0.03382621222347543,0.0,0.0,0.0,0.08827926562295374,0.10948090787181929,0.6054654888082176,0.3129039347573947,0.00819869828342676,0.00616533337827695,0.0,0.23197812232375753,0.0034891885077140347,0.0,0.01127540407449181,0.0,0.0,0.0,0.0,0.038512421877531344,0.01703086312983242,0.0,0.0,0.0,0.006119654884027566,0.025523310279567755,0.023491768251357913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359825840537687,0.0,0.0,0.0,0.0,0.0,0.023463156942873542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1479485674190739,0.07894181955343234,0.06299390742314447,0.0,0.017844965883430854,0.015789123313487224,0.0719960199418423,0.24917206996445568,0.13011627228799733,0.1419199804789187,0.05456906309740173,0.3612544891705365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,1,0,60,109,2,1,0,0,2,2,1
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e.json,0.0,0.0,0.0,0.0024084141607633148,0.03138438749550921,0.0,0.0,0.0,0.007351890221950062,0.0,0.003422662126482885,0.0,0.0,0.0,0.00235774316433198,0.0,0.029284080901379714,0.0,0.0,0.0,0.001951455953857545,0.01637222869177897,0.007724767356829792,0.9774325846371652,0.05779131624500092,0.003299035679502712,0.0,0.0,0.06105988013421604,0.028606981390481213,0.18254542108271507,0.0,0.0,0.001858823332553928,0.0,0.00621693113140242,0.0,0.0,0.0033994891908824066,0.0,0.0,0.0,0.0,0.007740894015707175,0.003423158037250353,0.0,0.0,0.0,0.0018450514493973979,0.0,0.006295710298479339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002776596997802068,0.0,0.0,0.0,0.0,0.0,0.0,0.006288042569615735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040550818918845145,0.0076162056244201545,0.012661607274361525,0.0,0.0053801857770780295,0.004760357472166991,0.011325136590662208,0.013838701875769585,0.005604219316394717,0.01674325016680992,0.0023503362962253513,0.003889885082671907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,28,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,2,0,1
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432.json,0.0,0.0,0.0,0.011401896157182087,0.1485797306004657,0.0,0.0,0.0,0.03480526324554976,0.0,0.016203541227688793,0.0,0.0,0.0,0.01116200990800478,0.0,0.13863647496169323,0.0,0.0,0.0,0.009238568060132362,0.0775092816038488,0.03657053536549893,0.39620316714746817,0.008046918045362159,0.0,0.0,0.0,0.03706015693041519,0.13543095556344462,0.8642051558501609,0.0,0.015603107490610574,0.00880002740293216,0.0,0.029432148478207312,0.0,0.0,0.016093836090724317,0.0,0.0,0.0,0.0,0.0366468820723394,0.0162058889647043,0.0,0.0,0.0,0.008734828657551161,0.0,0.02980510421688128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029768803712720265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019197538111751903,0.03605658323062767,0.059942485672620546,0.0,0.02547083493195765,0.022536448445192436,0.05361537624064968,0.06551507805771958,0.026531452824274503,0.07926576867293607,0.011126944368872191,0.018415464623385183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,2,0,1
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3.json,0.0,0.0,0.0,0.0005664232254043636,0.007381141616819165,0.0,0.0,0.0,0.0017290553427969978,0.0,0.0008049592768285984,0.0,0.0,0.0,0.0005545061599341983,0.0,0.006887180713098255,0.036544976545960076,0.0,0.0,0.0013768603344387583,0.005390706892207703,0.002725125756838549,0.23953322362448176,0.015190677587078925,0.0007758841733914065,0.0,0.0,0.01914716873970712,0.006727936968757666,0.04293197070378401,0.009646607738298596,0.017052880651180335,0.0004371676286558569,0.02199033790049863,0.004386389485166072,0.00197927368693488,0.0,0.0075953387935394625,0.0,0.0,0.0,0.0,0.013654074413328523,0.0032203036306906437,0.0,0.0,0.0,0.0004339286863657395,0.0,0.002961315035903898,0.0,0.0,0.0,0.0,0.0,0.008534536254313128,0.0,0.0,0.000653014358064007,0.0206372512929537,0.000701179571210587,0.0,0.0,0.002250714714869802,0.0,0.0033274219096203644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01049064509788173,0.06896190832881781,0.06948251098988632,0.09193880842508036,0.0012653397537578702,0.001119565346106423,0.12562859838054327,0.10507892793916074,0.02723926834407073,0.03193963858482867,0.07020105017544573,0.9409162043907089,0.0,0.0,0.0,0.0006087401769260747,0.0,0.0,0.0,1,0,1,2,1,0,37,0,0,0,1,0,20,0,0,24,13,0,1,9,1,0,351,2234,1,0,0,0,2,0,1
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2.json,0.0,0.0,0.0,0.011240291774565588,0.14647384090440063,0.0,0.0,0.0,0.041936830277569684,0.0,0.005324626964662042,0.0,0.0,0.0,0.011003805544881711,0.0,0.13667151565707797,0.0,0.0,0.0,0.009107625533816005,0.08659880066563899,0.04206090483188964,0.3905875951991799,0.007932865329501633,0.0,0.0,0.0,0.03166356792919084,0.13351142957765438,0.8519563738283049,0.0,0.010254638255871633,0.008675300517521675,0.0037297744796495045,0.1813437058443776,0.0,0.0,0.015865730659003267,0.0,0.0,0.0,0.0,0.027095601563279524,0.021301593807242503,0.0,0.0,0.0,0.008611025864313539,0.006840780562997126,0.034279773031528675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034238022697944376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059930567809938246,0.023697024326424433,0.03939526194383976,0.0,0.025109824930010478,0.022217028869084495,0.03523697370098694,0.04613321596753775,0.023249253503242362,0.0549890245394684,0.010969237005960713,0.018154453669590145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,0,0,0,2,2,1
