,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7,-0.1603255,0.28736138,-1.6435248,-0.50249773,1.202605,-0.8845066,0.24926972,-0.4155929,0.009752809,1.1140351,0.8355124,0.081471935,-0.04724732,-0.17091756,0.21864282,-0.7729075,0.033406902,-0.20290296,1.0
Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d,0.45984033,0.6036649,-0.64693457,-0.057747632,1.1063015,-1.0828592,0.45625487,-0.84583473,-0.3107081,0.850241,0.6905464,-0.2065172,0.38444808,0.14929666,0.40127462,-0.6878466,-0.46505913,0.6772809,1.0
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448,-0.13132834,0.6644216,0.13226375,-0.49789584,1.0428326,-0.93328863,-0.5442838,1.1461934,-0.46322936,0.6216526,-0.22541276,-0.19903958,-0.04648646,0.40793496,1.048903,-0.13067904,-1.0399479,0.85963964,1.0
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a,-0.023485914,0.88963115,-0.74537647,0.18773441,1.1708474,-0.2748153,0.36362895,-0.4915042,-0.30734688,0.49835983,0.0570451,0.49046797,0.14446399,0.19001961,0.35272184,-0.66120267,0.28485516,0.096690744,1.0
Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed,-0.78521,1.2265769,-1.0156416,-0.007477686,0.989706,-0.4896832,-0.033251397,-0.6156714,-0.07399073,0.5783019,-0.44346407,0.26438242,-0.056273617,-0.046191268,-0.15334886,-0.64008325,-0.40572548,0.14456584,1.0
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010,-0.31877726,1.1643349,-0.6722719,-0.022376373,1.4552785,-0.94357336,0.21267347,-1.1644688,-0.8229402,0.923202,0.8377547,0.1038969,-0.009719756,-0.14987113,-0.014364458,-1.101225,0.46377048,0.9190449,1.0
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687,-1.831086,1.1151205,-0.9000401,0.09053014,1.0266871,-0.23321007,0.36815387,0.19579278,-0.7518865,0.32193094,0.25556803,0.40886304,0.2502494,0.7498161,-0.23586336,-1.385187,-0.47034958,0.37908047,1.0
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09,-0.9373718,0.4442046,-0.018312337,-0.5151042,0.69134897,-1.014982,-0.6919163,-0.7821033,-1.0044448,0.98297703,0.035830267,0.07752274,-0.4356199,0.0452413,-0.11811471,-1.0256544,-0.16412044,0.63954765,1.0
Backdoor.Graybird-0814e28a9bbff170fb9257df3ad5cf8a27287f7c9001f15ea6a683c05e72095c,-1.0266753,0.13205138,-0.78258806,0.19857591,0.762748,0.18473713,-0.053658746,-0.6585552,-0.9927832,1.1127893,-0.83510023,-0.47721866,-0.07763546,1.0195994,-0.3259135,-1.7640594,-0.40883768,0.5610205,1.0
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e,-0.4776149,0.06093895,-1.8278425,-0.41432357,0.16772299,-0.6994071,-0.3468742,0.43272987,-0.5905713,0.5741528,0.20411325,-0.61436903,-0.6229742,-0.35985747,-0.9178672,-1.5824549,0.26973775,-0.27508655,1.0
